genres,app_name,release_date,tags,item_id,playtime_forever
"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']",Crankies Workshop: Whirlbot Assembly,2017,"['Strategy', 'Action', 'Indie', 'Casual', 'Simulation']",707370,0
"['Action', 'Indie', 'Early Access']",City of Brass,2017,"['Early Access', 'Indie', 'Action', 'Rogue-like', 'Rogue-lite', 'First-Person']",301840,0
"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']",Trivia Vault: Mini Mixed Trivia 2,2017,"['Simulation', 'Strategy', 'Action', 'Indie', 'Casual']",706330,0
"['Indie', 'Early Access']",Brain Machine,2017,"['Early Access', 'Indie', 'Puzzle', 'Sci-fi', 'Stealth']",601120,0
"['Adventure', 'Casual', 'Indie', 'Sports', 'Strategy']",Food Mahjong,2017,"['Strategy', 'Adventure', 'Indie', 'Casual', 'Sports']",707610,0
Sin dato,AESCULAP® OrthoPilot®Elite VR Palpation,0,"['Free to Play', 'Casual', 'Simulation', 'VR']",686950,0
"['Adventure', 'Casual', 'Indie', 'Strategy']",Jigsaw Puzzles,2017,"['Adventure', 'Indie', 'Strategy', 'Casual']",707850,0
"['Adventure', 'Casual', 'Indie']",Magic Forest,2017,"['Indie', 'Adventure', 'Casual']",672290,0
"['Indie', 'Early Access']",BLACK DAY,2017,"['Early Access', 'Indie', 'Stealth', 'Sandbox', 'Replay Value', 'FPS', 'Third-Person Shooter', 'Action']",696650,0
"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",NosTale,2017,"['Free to Play', 'Anime', 'Massively Multiplayer', 'Adventure', 'RPG', 'Action', 'MMORPG', 'Multiplayer', 'Open World']",550470,0
"['Action', 'Adventure', 'Simulation']",Voxelaxy,2017,"['Adventure', 'Action', 'Simulation', 'Open World', 'Survival', 'Voxel', 'Sci-fi']",681750,0
"['Casual', 'Indie', 'Simulation', 'Strategy']",StockUp,2017,"['Strategy', 'Indie', 'Casual', 'Simulation']",713100,0
"['Action', 'Adventure', 'Casual', 'Indie']",Orb The Ball,2017,"['Action', 'Adventure', 'Indie', 'Casual']",711450,0
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']",Orbs,2017,"['Action', 'Adventure', 'RPG', 'Massively Multiplayer', 'Indie']",660450,0
Sin dato,BadRobots VR,0,"['Action', 'Indie', 'Simulation', 'Violent', 'VR']",709370,0
['RPG'],Solenars Edge Rebirth: SqueakyWafflez Soundtrack,2017,['RPG'],698430,0
"['Indie', 'Simulation']",Silicon Zeroes,2017,"['Simulation', 'Indie', 'Programming', 'Puzzle', 'Education', 'Difficult', 'Hacking', 'Singleplayer']",684270,0
"['RPG', 'Strategy']",Endless Legend™ - Digital Artbook,2017,"['RPG', 'Strategy']",718570,0
"['Indie', 'Simulation']",Silicon Zeroes - Original Soundtrack,2017,"['Indie', 'Simulation']",715420,0
"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",Fell Cargo (eBook) / Art of Man O' War: Corsair,2017,"['Strategy', 'Action', 'Adventure', 'RPG', 'Indie']",677130,0
"['Action', 'Casual', 'Indie']",Mr. Dubstep,2017,"['Action', 'Indie', 'Casual']",654610,0
['RPG'],Res Judicata: Vale of Myth - Add Map Pictures,2017,['RPG'],709960,0
Sin dato,Level Up,2010,"['Short', 'Movie', 'Comedy']",665830,0
"['Action', 'Adventure', 'Indie', 'RPG']",Eddy紫 ~Eddy Violet~ Soundtrack 原声音乐专辑,2017,"['Action', 'Adventure', 'Indie', 'RPG']",707360,0
"['Adventure', 'Casual', 'Indie']",Galaxy Girls - Dakimakuras,2017,"['Nudity', 'Adventure', 'Indie', 'Casual']",576612,0
"['Casual', 'Indie']",Best Time Kill,2017,"['Indie', 'Casual']",678670,0
"['Action', 'Indie']",Huygens Principle,2017,"['Action', 'Indie']",678770,0
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",Jellyfish,2017,"['Indie', 'Simulation', 'Casual', 'Action', 'Adventure', 'RPG', 'Atmospheric']",700440,0
"['Action', 'Casual', 'Indie', 'Strategy']",Tower Miners,2017,"['Strategy', 'Action', 'Indie', 'Casual', 'Local Multiplayer', 'Tower Defense']",690260,0
"['Action', 'Casual', 'Indie']",Chaos and the White Robot,2017,"['Action', 'Indie', 'Casual', 'Gore', 'Violent', 'Nudity', 'Hand-drawn']",698950,0
Sin dato,DUELEUM,0,"['Early Access', 'Free to Play', 'Action', 'VR']",689830,0
"['Action', 'Adventure', 'Indie', 'Early Access']",Alchemage,2017,"['Early Access', 'Adventure', 'Indie', 'Action', 'Sandbox']",691390,0
"['Adventure', 'Indie']",Kamikaze Cube,2017,"['Indie', 'Adventure']",708430,0
"['Action', 'Adventure', 'Casual', 'Indie']",Crap Attack,2017,"['Indie', 'Action', 'Casual', 'Adventure', 'Platformer', 'Pixel Graphics']",699950,0
"['Indie', 'Simulation', 'Strategy', 'Early Access']",Rise of Man,2017,"['Early Access', 'Indie', 'Strategy', 'Simulation']",670490,0
"['Action', 'Indie']",Somewhere on Zibylon,2017,"['Indie', 'Action', 'Puzzle', 'Exploration', 'Crafting', 'Stealth', 'Third Person', 'Difficult', 'Atmospheric', 'Singleplayer', 'Dark', 'Sci-fi']",631920,0
"['Adventure', 'RPG']",Swords and Sandals Medieval,2017,"['Adventure', 'RPG']",672970,0
Sin dato,Postity,0,['Utilities'],646400,0
"['Free to Play', 'Simulation']",Microtransaction Simulator,2017,"['Free to Play', 'Simulation', 'Memes', 'Satire']",689090,0
"['Adventure', 'Indie', 'Simulation']",OMEGA PATTERN - OST,2017,"['Adventure', 'Indie', 'Simulation', 'Violent', 'Sexual Content']",713240,0
"['Indie', 'Racing', 'Strategy']",Vienna Automobile Society,2017,"['Racing', 'Strategy', 'Indie']",539560,0
"['Simulation', 'Sports']",NBA 2K18,2017,"['Sports', 'Basketball', 'Simulation', 'Multiplayer', 'Gambling', 'Singleplayer', 'Memes', 'Casual', 'Funny']",577800,0
"['Adventure', 'Indie', 'RPG']",The Hero Project: Redemption Season - The YouPower Project,2017,"['Adventure', 'RPG', 'Indie']",700430,0
"['Adventure', 'RPG', 'Strategy']",Divinity: Original Sin 2,2017,"['RPG', 'Co-op', 'Turn-Based', 'Fantasy', 'Story Rich', 'Adventure', 'Open World', 'Strategy', 'Character Customization', 'Turn-Based Combat', 'Singleplayer', 'Multiplayer', 'CRPG', 'Great Soundtrack', 'Atmospheric', 'Isometric', 'Turn-Based Tactics', 'Party-Based RPG', 'Indie', 'Female Protagonist']",435150,333
"['Adventure', 'RPG', 'Strategy']",Divinity: Original Sin 2 - Divine Ascension,2017,"['Strategy', 'Adventure', 'RPG']",715950,0
['Simulation'],Flight Sim World: Epic Approaches Mission Pack,2017,['Simulation'],630910,0
"['Adventure', 'Indie']",The First Tree,2017,"['Adventure', 'Indie', 'Atmospheric', 'Exploration', 'Walking Simulator', 'Singleplayer', 'Story Rich', 'Short', 'Colorful', 'Great Soundtrack', 'Third Person', 'Simulation']",555150,0
"['Adventure', 'Indie', 'RPG']",Grand Academy for Future Villains,2017,"['Adventure', 'RPG', 'Indie', 'Choices Matter', 'Choose Your Own Adventure', 'Text-Based']",711240,0
"['Indie', 'Simulation', 'Strategy']",Ashes of the Singularity: Escalation - Juggernaut DLC,2017,"['Strategy', 'Indie', 'Simulation']",649310,0
"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Early Access']",Fugl,2017,"['Early Access', 'Indie', 'Casual', 'Simulation', 'Flight', 'Relaxing', 'Adventure', 'Procedural Generation', 'Open World', 'Level Editor', 'RPG', 'Atmospheric', 'Experimental', 'Pixel Graphics', 'Voxel']",643810,0
"['Action', 'Indie', 'Strategy']",OSES,2017,"['Strategy', 'Action', 'Indie']",704990,0
"['Racing', 'Sports']",BAJA: Edge of Control HD,2017,"['Racing', 'Sports', 'Offroad']",623090,0
"['Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy', 'Early Access']",Puzzle Pirates: Dark Seas,2017,"['Early Access', 'Free to Play', 'Massively Multiplayer', 'Adventure', 'RPG', 'Indie', 'Strategy', 'Puzzle', 'Pirates']",552110,0
Sin dato,Duck Season,0,"['Action', 'Indie', 'Adventure', 'Casual', 'Horror', 'VR', 'Psychological Horror']",503580,0
['Simulation'],Train Sim World®: Great Western Express,2017,"['Simulation', 'Trains', 'Realistic']",577350,0
Sin dato,MasterpieceVR,0,"['Animation & Modeling', 'Design & Illustration', 'Multiplayer', 'Education', 'VR', 'Singleplayer']",504650,0
"['Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",Puzzle Pirates - Eminent Explorer Pack,2017,"['Adventure', 'RPG', 'Massively Multiplayer', 'Indie', 'Free to Play']",638630,0
"['Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",Puzzle Pirates - Defiant Armada pack,2017,"['Adventure', 'RPG', 'Massively Multiplayer', 'Indie', 'Free to Play']",704900,0
"['Action', 'Indie', 'Early Access']",Botlike - a robot's rampage,2017,"['Early Access', 'Indie', 'Action', 'Rogue-like']",643830,0
"['Action', 'Indie']",Botlike - a robot's rampage - Soundtrack,2017,"['Action', 'Indie']",714600,0
"['Action', 'Indie']",Botlike - a robot's rampage - S.I.R. 9000 skin,2017,"['Action', 'Indie']",714710,0
"['Casual', 'Indie', 'Strategy']",NeoBoom,2017,"['Strategy', 'Indie', 'Casual']",696400,0
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Slaughter at Splinterfang Gorge (5E),2017,"['Strategy', 'RPG', 'Indie']",713130,0
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Feasting at Lanterngeist (5E),2017,"['Strategy', 'RPG', 'Indie']",711270,0
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Mythic Monsters #6 - Oozes Too (PFRPG),2017,"['Strategy', 'RPG', 'Indie']",711280,0
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - 20 Things #17: Goblin Lair,2017,"['Strategy', 'RPG', 'Indie']",713900,0
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Feats of Legend: 20 Infernal Feats (PFRPG),2017,"['Strategy', 'RPG', 'Indie']",710060,0
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Into the Wintery Gale (PFRPG),2017,"['Strategy', 'RPG', 'Indie']",709680,0
Sin dato,TangramsVR,0,"['Early Access', 'Casual', 'Indie', 'VR']",700940,0
"['Action', 'Free to Play']",Space Fighter,2017,"['Free to Play', 'Action', 'Space', 'Split Screen', 'Multiplayer']",691540,0
"['Action', 'Indie', 'Early Access']",Fantasy Strike,2017,"['Early Access', 'Indie', 'Action', 'Fighting', 'Local Multiplayer', '2D Fighter']",390560,0
"['Action', 'Indie']",Fantasy Strike Original Soundtrack,2017,"['Action', 'Indie']",640040,0
"['Action', 'Adventure', 'Early Access']",Red Planet: Survive,2017,"['Early Access', 'Adventure', 'Action']",498630,0
"['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports', 'Strategy']",Road Redemption: Name A Character,2017,"['Strategy', 'Action', 'Adventure', 'Indie', 'Casual', 'Simulation', 'Racing', 'Sports']",625500,0
"['Adventure', 'Indie']",The Witch's Isle,2017,"['Adventure', 'Indie', 'Pixel Graphics', 'Point & Click']",701860,0
Sin dato,Crypt Hunter,0,['Early Access'],693790,0
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Pathfinder RPG - Ultimate Magic (PFRPG),2017,"['Strategy', 'RPG', 'Indie', 'Turn-Based', 'Fantasy', 'Online Co-Op', 'Software', 'Party-Based RPG', 'Utilities', 'Sandbox']",715480,0
"['Adventure', 'Indie']",Bunka no Kenkyu - Revival of Queen Leyak -,2017,"['Adventure', 'Indie', 'Visual Novel', 'Anime']",521420,0
Sin dato,StroodleDoodle,0,"['Casual', 'VR']",641050,0
"['Indie', 'RPG']",Fantasya Final Definitiva REMAKE,2017,"['RPG', 'Indie', 'RPGMaker', 'Pixel Graphics', '2D', 'Retro', 'JRPG', 'Free to Play', 'Comedy', 'Replay Value', 'Great Soundtrack', 'Story Rich', 'Memes']",656120,0
"['Adventure', 'Casual', 'Indie']",Crystal City OST,2017,"['Sexual Content', 'Adventure', 'Indie', 'Casual', 'Nudity']",685470,0
Sin dato,AngerForce: Reloaded,2017,"['Shooter', ""Shoot 'Em Up"", 'Bullet Hell']",650780,0
"['Casual', 'Indie']",TRYON,2017,"['Indie', 'Casual', 'Difficult']",704700,0
"['Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",Puzzle Pirates - Shadow Fleet pack,2017,"['Adventure', 'RPG', 'Massively Multiplayer', 'Indie', 'Free to Play']",704930,0
"['Action', 'Casual', 'Indie']",NanoScape,2017,"['Action', 'Indie', 'Casual']",698320,0
"['Adventure', 'Indie', 'RPG']",HIVESWAP: Act 1,2017,"['Adventure', 'Great Soundtrack', 'Point & Click', 'Indie', 'Female Protagonist', 'Story Rich', 'RPG', 'Singleplayer', 'Puzzle', 'Memes', 'Sci-fi', 'Aliens', 'Comedy', 'Cute', 'Funny', 'Hand-drawn', 'Anime']",623940,0
"['Action', 'Casual', 'Indie']",Plexarium,2017,"['Action', 'Indie', 'Casual']",678530,0
"['Adventure', 'Indie', 'RPG']",HIVESWAP: Act 1 Original Soundtrack,2017,"['Adventure', 'RPG', 'Indie']",680910,0
"['Action', 'Casual', 'Indie', 'Racing', 'Simulation']",Hard Rock Zombie Truck,2017,"['Racing', 'Action', 'Indie', 'Casual', 'Simulation']",688590,0
['Casual'],The Battle Of Mahjong,2017,['Casual'],700750,0
"['Animation &amp; Modeling', 'Utilities', 'Video Production', 'Early Access']",Wallpaper Transformer,2017,"['Early Access', 'Video Production', 'Utilities', 'Animation & Modeling']",680440,0
"['Action', 'Indie', 'Simulation', 'Strategy']","Cook, Serve, Delicious! 2!!",2017,"['Simulation', 'Strategy', 'Indie', 'Action', 'Management', 'Difficult', 'Typing']",386620,0
Sin dato,Flairtender,0,"['Action', 'Indie', 'Casual', 'Simulation', 'VR']",586020,0
"['Adventure', 'Indie']",The Reckoning Day,0,"['Indie', 'Adventure']",630650,0
"['Action', 'Indie', 'Simulation', 'Strategy']",Voxel Turf,2017,"['Action', 'Simulation', 'Strategy', 'Indie', 'Sandbox', 'Open World', 'Multiplayer', 'Voxel']",404530,0
Sin dato,Floor Plan: Hands-On Edition,0,"['Adventure', 'Indie', 'VR']",673060,0
"['Adventure', 'Casual', 'Indie', 'Simulation']",Short Stories Collection of Class Tangerine,2017,"['Indie', 'Casual', 'Adventure', 'Simulation', 'Visual Novel', 'Anime']",701930,0
"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']",Crankies Workshop: Lerpbot Assembly,2017,"['Strategy', 'Action', 'Indie', 'Casual', 'Simulation']",705430,0
"['Action', 'RPG']",Ys VIII: Lacrimosa of DANA / イースVIII-Lacrimosa of DANA-,0,"['RPG', 'JRPG', 'Anime', 'Singleplayer', 'Adventure', 'Cute', 'Great Soundtrack', 'Story Rich', 'Action', 'Action RPG', 'Hack and Slash']",579180,0
"['Action', 'Casual', 'Indie', 'Strategy']",Tooth and Tail,2017,"['Strategy', 'RTS', 'Indie', 'Action', 'Multiplayer', 'Pixel Graphics', 'Casual', '2D', 'Competitive', 'Great Soundtrack', 'Controller', 'Singleplayer']",286000,0
"['Design &amp; Illustration', 'Utilities']",Station Generator,2017,"['Design & Illustration', 'Utilities']",617360,0
"['Action', 'Indie']",B.C.E.,2017,"['Action', 'Indie', 'Local Multiplayer', 'Multiplayer']",516960,0
"['Adventure', 'Indie', 'RPG']",Dragon's Lunch,2017,"['Adventure', 'RPG', 'Indie', 'Rogue-like', 'Perma Death', 'Dragons']",663530,0
Sin dato,Hurl VR,0,"['Casual', 'Simulation', 'Indie', 'VR']",680350,0
['Racing'],NASCAR Heat 2 - Hot Pass,2017,['Racing'],706290,0
['Racing'],NASCAR Heat 2,2017,['Racing'],670900,0
['Action'],Street Fighter V - 2016 Summer Costume Bundle,2017,['Action'],691300,0
"['Free to Play', 'Strategy']",Hand of the Gods - Founder's Pack,2017,"['Strategy', 'Free to Play']",695370,0
"['Action', 'Adventure', 'Casual', 'Indie']",Achievement Hunter: Darkness 2,2017,"['Action', 'Indie', 'Casual', 'Adventure']",700790,0
"['Free to Play', 'Strategy']",Hand of the Gods - Starter Pack,2017,"['Strategy', 'Free to Play']",707890,0
"['Adventure', 'Indie']",Resurgence,2017,"['Adventure', 'Indie']",529920,0
"['Action', 'Free to Play', 'Indie']",Better Off Tread,2017,"['Free to Play', 'Action', 'Indie', 'Tanks', 'Multiplayer', 'Shooter', 'Massively Multiplayer']",656070,0
"['Strategy', 'Early Access']",The market trader,2017,"['Early Access', 'Strategy']",699370,0
"['Action', 'Indie']",Mass O' Kyzt,0,"['Action', 'Indie']",713220,0
"['Casual', 'Indie', 'Strategy']",Captain Backwater,2017,"['Strategy', 'Indie', 'Casual', 'Puzzle', 'Great Soundtrack', '2D']",695830,0
"['Action', 'Casual', 'Indie']",Air Tactical,2017,"['Action', 'Indie', 'Casual', ""Shoot 'Em Up"", 'Side Scroller']",673760,0
['RPG'],The Legend of Heroes: Trails of Cold Steel - Sepith Pack,2017,['RPG'],605330,0
['RPG'],The Legend of Heroes: Trails of Cold Steel - Valuable Healing Items Pack,2017,['RPG'],605333,0
['RPG'],The Legend of Heroes: Trails of Cold Steel - Monstrous Ingredients Pack,2017,['RPG'],605332,0
['RPG'],The Legend of Heroes: Trails of Cold Steel - Zeram Powder Pack,2017,['RPG'],605334,0
['RPG'],The Legend of Heroes: Trails of Cold Steel - Handy Accessories Pack,2017,['RPG'],605331,0
['RPG'],The Legend of Heroes: Trails of Cold Steel - Zeram Capsule Pack,2017,['RPG'],605335,0
"['Design &amp; Illustration', 'Utilities']",Station Generator - Early Access Builds,2017,"['Design & Illustration', 'Utilities']",714660,0
"['Action', 'Indie', 'RPG']",Mana Spark,0,"['Indie', 'RPG', 'Action']",630720,0
"['Indie', 'RPG']",Freshly fried shrimps seemed hot additionally named noth,2017,"['RPG', 'Indie', 'RPGMaker']",699930,0
"['Action', 'Adventure', 'RPG', 'Early Access']",Underdone,2017,"['Early Access', 'Adventure', 'Action', 'RPG', 'RPGMaker']",666040,0
"['Massively Multiplayer', 'RPG']",XAOC 罔市援護百寶箱,2017,"['RPG', 'Massively Multiplayer']",650261,0
"['Massively Multiplayer', 'RPG']",XAOC 卍芷雲遊百寶箱,2017,"['RPG', 'Massively Multiplayer']",650280,0
"['Action', 'Adventure', 'Indie']",Uplands Motel,2017,"['Action', 'Adventure', 'Indie']",704750,0
"['Action', 'Casual', 'Indie']",Blast,2010,"['Action', 'Indie', 'Casual']",703260,0
"['Action', 'Adventure', 'Indie', 'Early Access']",The Nightmare from Beyond,2017,"['Early Access', 'Adventure', 'Indie', 'Action', 'Lovecraftian', 'Female Protagonist', 'Platformer', '3D Platformer', 'Puzzle-Platformer', 'Singleplayer', 'Survival Horror', 'Sci-fi', 'Atmospheric', 'Stealth']",684340,0
Sin dato,The Last Sorcerer,0,"['Early Access', 'Action', 'Indie', 'Simulation', 'VR']",672320,0
Sin dato,Ear Buds: The Podcasting Documentary,2017,['Movie'],696740,0
"['Action', 'Free to Play', 'Indie']",MineFight Soundtrack Edition,2017,"['Action', 'Free to Play', 'Indie']",713110,0
"['Action', 'Casual']",Deadly Animal Duel,2017,"['Action', 'Casual']",587790,0
"['Action', 'Adventure', 'RPG', 'Strategy']",Rogue Islands,2017,"['Adventure', 'Action', 'RPG', 'Strategy', 'Voxel', 'First-Person', 'Rogue-like', 'Perma Death', 'Dark Fantasy', 'Difficult', 'FPS']",501950,0
"['Action', 'Adventure', 'Indie']",The Little Ball That Could,2017,"['Action', 'Adventure', 'Indie', '3D Platformer', 'Puzzle-Platformer', 'Platformer', 'Replay Value', 'Minimalist', 'Futuristic', 'Fast-Paced', 'Puzzle']",686450,0
"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy', 'Early Access']",Fallalypse,2017,"['Early Access', 'Strategy', 'Action', 'Adventure', 'Indie', 'RPG', 'Survival', 'Tower Defense', 'PvP']",689520,0
Sin dato,Soldiers Of Freedom,0,"['Action', 'Indie', 'Tactical', 'Military', 'VR', 'FPS', 'Shooter', 'First-Person', 'Simulation', 'Strategy', 'Singleplayer']",696500,0
"['Action', 'Casual', 'Indie']",DAMN!,2017,"['Casual', 'Action', 'Indie']",680450,0
"['Action', 'Indie']",Screaming Eagles,2017,"['Indie', 'Action', 'Arcade', 'Bullet Hell', 'Top-Down Shooter']",655660,0
"['Adventure', 'Casual', 'Indie']",The Journey: Bob's Story,2017,"['Adventure', 'Indie', 'Casual', 'Platformer', 'Puzzle-Platformer', '2D', 'Atmospheric', 'Relaxing']",385410,0
"['Action', 'Adventure', 'Indie']",Xenocite Clad,0,"['Action', 'Adventure', 'Indie']",659720,0
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Ragna Maya,2017,"['Adventure', 'Action', 'Casual', 'Indie', 'Strategy', 'RPG', 'Turn-Based Combat', 'Fantasy', 'JRPG']",707720,0
"['Adventure', 'Indie']",A Hat in Time - Soundtrack,2017,"['Adventure', 'Indie']",356831,0
"['Action', 'Indie']",Vulture,2017,"['Action', 'Indie', ""Shoot 'Em Up"", 'Arcade', 'Top-Down Shooter']",689000,0
"['Action', 'Indie']",GOLDRUSHERS,2017,"['Action', 'Indie']",710630,0
"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",冒险之路(Adventure Road),2017,"['Free to Play', 'Strategy', 'Indie', 'Massively Multiplayer']",703090,0
['Sports'],VR Racket Ball,0,['Sports'],708360,0
Sin dato,Dealey Plaza Paintball,0,"['Early Access', 'Massively Multiplayer', 'Casual', 'Simulation', 'Sports']",615070,0
"['Action', 'Casual', 'Indie']",SuperWurfels,2017,"['Action', 'Indie', 'Casual']",672880,0
"['Action', 'Adventure', 'Indie']",Lost with Dinosaurs,2017,"['Adventure', 'Action', 'Indie']",702200,0
"['Free to Play', 'Racing', 'Simulation', 'Early Access']",FPV Drone Simulator,2017,"['Early Access', 'Racing', 'Simulation', 'Free to Play']",691730,0
['Adventure'],Forbidden Love,2017,"['Adventure', 'Visual Novel', 'Otome']",675360,0
"['Action', 'Indie']",THORNYWAY,2017,"['Action', 'Indie']",627460,0
"['Action', 'Indie']",Tower Offence!,2017,"['Action', 'Indie']",671880,0
"['Free to Play', 'Massively Multiplayer', 'Strategy']",Dragon Lords: 3D Strategy,2017,"['Free to Play', 'Strategy', 'Massively Multiplayer']",661960,0
"['Free to Play', 'Massively Multiplayer', 'Simulation', 'Sports']",Fishing Planet: Mighty Carp Pack,2017,"['Massively Multiplayer', 'Simulation', 'Free to Play', 'Sports']",591980,0
['Strategy'],Chicago 1930 : The Prohibition,2004,"['Strategy', 'Crime']",623920,0
"['Action', 'Indie']",Z69: Original Soundtrack,2017,"['Action', 'Indie']",692220,0
"['Adventure', 'Casual']",Surface: Game of Gods Collector's Edition,2017,"['Casual', 'Adventure', 'Hidden Object']",696020,0
"['Action', 'Indie', 'Simulation', 'Sports', 'Early Access']",Full-On Paintball,2017,"['Early Access', 'Action', 'Indie', 'Simulation', 'Sports']",678450,0
"['Casual', 'Indie']",Fjong,2017,"['Indie', 'Casual', 'Family Friendly', 'Relaxing', 'Funny', 'Singleplayer', 'Adventure', 'Colorful', 'Cute', 'Pixel Graphics']",694980,0
"['Casual', 'Indie']",Fjong - Original Soundtrack,2017,"['Indie', 'Casual']",706000,0
Sin dato,Exit VR,0,"['Action', 'Adventure', 'Indie', 'Casual', 'Simulation', 'VR', 'Horror']",667440,0
"['Action', 'Adventure', 'Indie', 'Strategy']",Fear Of Nightmares: Madness Descent,2017,"['Strategy', 'Action', 'Adventure', 'Indie', 'Horror']",692830,0
['Indie'],Pulses - Crystal Journeys,2017,['Indie'],675830,0
"['Casual', 'Free to Play', 'Strategy']",Transport Defender,2017,"['Free to Play', 'Clicker', 'Casual', 'Strategy']",685310,0
"['Action', 'Adventure', 'Indie']",Pixel Russia Streets,2017,"['Indie', 'Action', 'Adventure', 'Pixel Graphics']",638690,0
"['Action', 'Adventure', 'Indie']",Hard Minus,2017,"['Action', 'Adventure', 'Indie']",692290,0
"['Action', 'Casual', 'Indie']",Tank Warz!,0,"['Action', 'Indie', 'Casual']",707950,0
['Simulation'],X-Plane 11 - Add-on: Aerosoft - Airport Dublin V2.0,2017,['Simulation'],623611,0
['Indie'],Until the last,2016,"['Indie', 'Horror']",709560,0
['Indie'],Code World,2017,"['Indie', 'Puzzle', 'Programming']",708190,0
"['Casual', 'Indie', 'Sports']",TOTOBALL,2017,"['Sports', 'Indie', 'Casual', 'Soccer']",696490,0
Sin dato,Bloody Zombies,0,"['Action', 'Violent', 'Gore', 'Zombies', ""Beat 'em up"", 'Co-op', 'Multiplayer', 'Local Co-Op', 'Fighting', '4 Player Local', 'Indie', 'Side Scroller', 'Controller', 'VR', 'Singleplayer', 'Local Multiplayer', '2D Fighter', '2D', 'Character Action Game', 'Fantasy']",449640,0
"['Casual', 'Indie']",Viewpoints - Gold Edition,2017,"['Indie', 'Casual']",713770,0
"['Casual', 'Early Access']",His Chuunibyou Cannot Be Cured!,2017,"['Early Access', 'Casual', 'Visual Novel', 'Anime']",694520,0
"['Action', 'Adventure', 'Casual', 'Indie']",Rabi-Ribi - Is the order a DLC?,2017,"['Action', 'Indie', 'Adventure', 'Casual', 'Anime', 'Metroidvania', 'Pixel Graphics', 'Great Soundtrack', 'Cute', 'Platformer', 'Female Protagonist']",532021,0
"['Action', 'Adventure', 'Casual', 'Indie']",Matryoshka Strike,2017,"['Action', 'Indie', 'Casual', 'Adventure', 'Horror', 'Psychological Horror']",675960,0
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Eternal Maze,2017,"['Strategy', 'Adventure', 'RPG', 'Indie', 'Casual']",652990,0
Sin dato,CrisisActionVR,0,"['Massively Multiplayer', 'Indie', 'Action', 'Adventure', 'Gore', 'Violent', 'VR']",648070,0
"['Action', 'Adventure', 'Indie', 'RPG']",Rush to Adventure,2017,"['Action', 'Adventure', 'Indie', 'RPG']",674210,0
"['Casual', 'Indie']",SUDOKU: CHAIN LEVEL PACK,2017,"['Indie', 'Casual']",709580,0
['Indie'],Robots: create AI,2017,"['Indie', 'Programming']",676620,0
"['Action', 'Casual', 'Indie']",Over My Dead Body (For You),2017,"['Action', 'Indie', 'Casual', 'Puzzle']",596390,0
"['Action', 'Indie']",TTV2,2017,"['Indie', 'Action', 'Retro', 'Great Soundtrack', 'Fast-Paced', 'Pixel Graphics']",701470,0
"['Adventure', 'Casual', 'Indie', 'Strategy']",Sliding Blocks,2017,"['Indie', 'Casual', 'Adventure', 'Strategy', 'Puzzle', 'Atmospheric', 'Mouse only', 'Singleplayer', '2D', 'Minimalist', 'Difficult', 'Gaming', 'Clicker', 'Mystery', 'Illuminati']",701970,0
"['Adventure', 'Casual', 'Indie', 'Strategy']",Water Pipeline,2017,"['Strategy', 'Adventure', 'Indie', 'Casual']",704370,0
"['Action', 'Indie', 'Early Access']",Mustdashe,2017,"['Early Access', 'Action', 'Indie']",699820,0
Sin dato,VirtuGO,0,"['Puzzle', 'Simulation', 'Strategy', 'Action', 'Indie', 'Casual', 'VR']",699990,0
"['Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",WAKFU - Chaos Pack,2017,"['Massively Multiplayer', 'RPG', 'Strategy', 'Adventure', 'Free to Play']",704540,0
